id,question,question_type,difficulty,answerable,golden_answer,required_facts,optional_facts,golden_chunk_ids,retrieved_chunk_ids,retrieval_hit_top5,retrieval_rank,generated_answer,matched_required_facts,missing_required_facts,matched_optional_facts,missing_optional_facts,answer_score,answer_pass,grounded_pass,hallucination,failure_type,judge_reason,score_source,latency_ms,retrieval_ms,llm_ms,tools_used,error,top_k
case_092,检查机油泵座垫时什么情况需要更换？,inspection,easy,True,检查油泵座垫时如果发现变形或开裂，需要更换。,变形或开裂;更换,油泵座垫,eee9bf78:21:txt:0005,eee9bf78:21:txt:0009;eee9bf78:21:txt:0001;eee9bf78:21:txt:0005;eee9bf78:21:txt:0003;eee9bf78:21:txt:0007;eee9bf78:21:txt:0008;eee9bf78:21:txt:0010;eee9bf78:21:txt:0000;eee9bf78:21:txt:0002;eee9bf78:21:txt:0004;eee9bf78:21:txt:0006,True,3,"检查对象：机油泵座垫  
正常标准：资料中未找到明确依据  
异常表现：变形或开裂  
处理方式：更换",变形或开裂;更换,,油泵座垫,,1.0,True,True,False,pass,必答事实全部命中,required_facts,874,30,843,knowledge_retrieval,,5
case_093,安装换挡星形凸轮后需要检查什么？,inspection,easy,True,安装后需要检查各档位转换是否灵活，并小心放置圆柱销防止其掉入箱体内。,各档位转换是否灵活,圆柱销防止掉入箱体,eee9bf78:22:txt:0009,eee9bf78:22:txt:0009;eee9bf78:22:txt:0003;eee9bf78:22:txt:0005;eee9bf78:22:txt:0007;eee9bf78:22:txt:0002;eee9bf78:22:txt:0008;eee9bf78:22:txt:0010;eee9bf78:22:txt:0004;eee9bf78:22:txt:0006;eee9bf78:22:txt:0001;eee9bf78:22:txt:0011,True,1,"检查对象：各档位转换  
正常标准：灵活  
异常表现：卡滞、不顺畅、有异响  
处理方式：资料中未找到明确依据",各档位转换是否灵活,,,圆柱销防止掉入箱体,1.0,True,True,False,pass,必答事实全部命中,required_facts,1008,26,981,knowledge_retrieval,,5
case_094,检查水泵 O 型圈和水泵密封圈时什么情况需要更换？,inspection,easy,True,水泵 O 型圈开裂或硬化需要更换，水泵密封圈变形或开裂也需要更换。,O 型圈开裂或硬化;密封圈变形或开裂;更换,水泵,eee9bf78:22:txt:0015,eee9bf78:22:txt:0015;eee9bf78:20:txt:0004;eee9bf78:22:txt:0013;eee9bf78:20:txt:0007;eee9bf78:20:txt:0005;eee9bf78:22:txt:0014;eee9bf78:22:txt:0016;eee9bf78:20:txt:0003;eee9bf78:22:txt:0012;eee9bf78:20:txt:0006;eee9bf78:20:txt:0008,True,1,"检查对象：水泵 O 型圈和水泵密封圈  
正常标准：资料中未找到明确依据  
异常表现：O 型圈开裂 / 硬化；水泵密封圈变形 / 开裂  
处理方式：更换",O 型圈开裂或硬化;密封圈变形或开裂;更换,,水泵,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1564,66,1498,knowledge_retrieval,,5
case_095,安装水泵时水封动环光面要涂什么？,procedure,easy,True,安装水泵时先将水封动环装入水泵，并在动环光面上涂抹适量硅油。,水封动环光面;涂抹硅油,,eee9bf78:22:txt:0017,eee9bf78:22:txt:0017;eee9bf78:22:txt:0025;eee9bf78:22:txt:0015;eee9bf78:22:txt:0021;eee9bf78:22:txt:0013;eee9bf78:22:txt:0016;eee9bf78:22:txt:0018;eee9bf78:22:txt:0024;eee9bf78:22:txt:0026;eee9bf78:22:txt:0014;eee9bf78:22:txt:0020,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
1. 先将水封动环装入水泵，在动环光面上涂抹适量硅油。  

安全注意：  
资料中未找到明确依据。",水封动环光面;涂抹硅油,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1263,60,1203,knowledge_retrieval,,5
case_096,减速齿轮表中 M12×1.25×50 六角法兰面螺栓的扭矩是多少？,torque,easy,True,M12×1.25×50 六角法兰面螺栓使用 17# T 杆或套筒，扭矩为 103±15 N·m。,103±15 N·m,M12×1.25×50 六角法兰面螺栓,eee9bf78:23:tbl:0004,eee9bf78:23:tbl:0004;eee9bf78:23:tbl:0000;eee9bf78:23:tbl:0001;eee9bf78:06:tbl:0010;eee9bf78:26:tbl:0003;eee9bf78:23:tbl:0003;eee9bf78:23:tbl:0005;eee9bf78:23:txt:0001;eee9bf78:23:tbl:0002;eee9bf78:06:tbl:0000;eee9bf78:06:tbl:0009,True,1,"拧紧对象：M12×1.25×50 六角法兰面螺栓  
扭矩值：103±15 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：使用17# T杆或套筒",103±15 N·m,,M12×1.25×50 六角法兰面螺栓,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1350,34,1316,knowledge_retrieval,,5
case_097,安装减速齿轮盖时止推垫圈有什么注意事项？,safety,easy,True,减速齿轮上下各有一个止推垫圈 3，不能漏装。,止推垫圈;不能漏装,,eee9bf78:24:txt:0004,eee9bf78:24:txt:0004;eee9bf78:23:tbl:0011;eee9bf78:01:txt:0000;eee9bf78:01:txt:0014;eee9bf78:01:txt:0002;eee9bf78:24:txt:0003;eee9bf78:24:txt:0005;eee9bf78:23:tbl:0000;eee9bf78:23:tbl:0010;eee9bf78:23:tbl:0012;eee9bf78:01:txt:0001,True,1,"注意事项：减速齿轮上下各有一个止推垫圈，不能漏装。  
原因或风险：漏装止推垫圈会导致轴向定位失效，可能引发齿轮轴向窜动、异常磨损、异响甚至机械卡滞等安全风险。  
正确做法：安装减速齿轮盖前，须确认上下位置共2个止推垫圈（依据表格证据，序号3和7分别为12.2×20×1和26.2×38×1止推垫圈，数量均为2）均已正确安装到位。",止推垫圈;不能漏装,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2999,48,2951,knowledge_retrieval,,5
case_098,检查磁电机转子离合器单向器时顺时针转动应该是什么状态？,diagnosis,medium,True,顺时针 A 转动起动大齿时，磁电机转子离合器与起动大齿应无相对滑动，否则需更换起动大齿和磁电机转子离合器分部件。,无相对滑动,更换起动大齿和磁电机转子离合器分部件,eee9bf78:24:txt:0012,eee9bf78:24:img:0000;eee9bf78:24:txt:0009;eee9bf78:24:txt:0013;eee9bf78:24:txt:0012;eee9bf78:24:txt:0007;eee9bf78:24:txt:0015;eee9bf78:24:txt:0000;eee9bf78:24:txt:0001;eee9bf78:24:txt:0002;eee9bf78:24:txt:0003;eee9bf78:24:txt:0005,True,4,顺时针转动起动大齿时，磁电机转子离合器与起动大齿应无相对滑动。,无相对滑动,,,更换起动大齿和磁电机转子离合器分部件,1.0,True,True,False,pass,必答事实全部命中,required_facts,891,67,823,knowledge_retrieval,,5
case_099,检查磁电机转子离合器单向器时逆时针转动应该是什么状态？,diagnosis,medium,True,逆时针 B 转动起动大齿时应能自由转动，否则磁电机转子离合器有故障，必须更换。,能自由转动,否则必须更换,eee9bf78:24:txt:0013,eee9bf78:24:img:0000;eee9bf78:24:txt:0013;eee9bf78:01:txt:0001;eee9bf78:01:txt:0015;eee9bf78:24:txt:0012;eee9bf78:24:txt:0015;eee9bf78:24:txt:0000;eee9bf78:24:txt:0001;eee9bf78:24:txt:0002;eee9bf78:24:txt:0003;eee9bf78:24:txt:0005,True,2,应能自由转动。,能自由转动,,,否则必须更换,1.0,True,True,False,pass,必答事实全部命中,required_facts,546,66,479,knowledge_retrieval,,5
case_100,安装左曲轴箱盖前导出线束橡胶周围要怎么处理？,procedure,easy,True,装上左曲轴箱盖前，需要在导出线束的橡胶周围均匀涂抹耐热平面密封硅胶。,导出线束橡胶周围;均匀涂抹耐热平面密封硅胶,,eee9bf78:25:txt:0010,eee9bf78:25:txt:0010;eee9bf78:25:txt:0007;eee9bf78:25:txt:0002;eee9bf78:25:txt:0001;eee9bf78:25:txt:0006;eee9bf78:25:txt:0009;eee9bf78:25:txt:0008;eee9bf78:25:txt:0003;eee9bf78:25:txt:0000;eee9bf78:25:txt:0005;eee9bf78:25:txt:0004,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
在导出线束的橡胶周围均匀涂抹耐热平面密封硅胶。  

安全注意：  
资料中未找到明确依据。",导出线束橡胶周围;均匀涂抹耐热平面密封硅胶,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1132,32,1099,knowledge_retrieval,,5
case_101,离合器机油泵表中 M6×60 六角法兰面螺栓的数量和扭矩是多少？,spec,medium,True,M6×60 六角法兰面螺栓数量为 1，工具为 8# T杆或套筒，扭矩为 12±1.5 N·m。,数量为 1;12±1.5 N·m,M6×60 六角法兰面螺栓;8# T杆或套筒,eee9bf78:19:tbl:0027,eee9bf78:19:tbl:0027;eee9bf78:19:tbl:0026;eee9bf78:18:tbl:0003;eee9bf78:19:img:0001;eee9bf78:18:tbl:0000;eee9bf78:19:tbl:0028;eee9bf78:19:tbl:0025;eee9bf78:18:tbl:0002;eee9bf78:18:tbl:0004;eee9bf78:19:img:0000;eee9bf78:19:txt:0000,True,1,数量：1个；扭矩：12±1.5 N·m。,数量为 1;12±1.5 N·m,,,M6×60 六角法兰面螺栓;8# T杆或套筒,1.0,True,True,False,pass,必答事实全部命中,required_facts,711,83,627,knowledge_retrieval,,5
case_102,水泵装配表中 M6×16 六角法兰面螺栓的预紧力是多少？,spec,easy,True,M6×16 六角法兰面螺栓数量为 1，使用 8# T杆或套筒，预紧力为 5±1 N·m。,5±1 N·m,M6×16 六角法兰面螺栓;数量为 1,eee9bf78:20:tbl:0001,eee9bf78:20:tbl:0001;eee9bf78:06:tbl:0016;eee9bf78:20:tbl:0000;eee9bf78:20:tbl:0002;eee9bf78:18:tbl:0003;eee9bf78:06:tbl:0000;eee9bf78:06:tbl:0015;eee9bf78:06:tbl:0017;eee9bf78:20:txt:0018;eee9bf78:20:tbl:0003;eee9bf78:18:tbl:0000,True,1,5±1 N·m（适用于水泵装配表中序号45的M6×16六角法兰面螺栓）,5±1 N·m,,M6×16 六角法兰面螺栓;数量为 1,,1.0,True,True,False,pass,必答事实全部命中,required_facts,904,72,832,knowledge_retrieval,,5
case_103,曲轴轴向跳动的技术要求是多少？,spec,easy,True,曲轴轴向跳动技术要求为 ≤ 0.03 mm。,≤ 0.03 mm,曲轴轴向跳动,eee9bf78:31:tbl:0001,eee9bf78:31:tbl:0001;eee9bf78:31:tbl:0000;eee9bf78:31:tbl:0003;eee9bf78:31:tbl:0002;eee9bf78:31:txt:0007;eee9bf78:31:txt:0009;eee9bf78:31:tbl:0004;eee9bf78:31:txt:0006;eee9bf78:31:txt:0008;eee9bf78:31:txt:0001;eee9bf78:31:txt:0005,True,1,≤ 0.03 mm,≤ 0.03 mm,,,曲轴轴向跳动,1.0,True,True,False,pass,必答事实全部命中,required_facts,573,35,538,knowledge_retrieval,,5
case_104,连杆大头轴向间隙的标准范围是多少？,spec,easy,True,连杆大头轴向间隙标准范围为 0.15-0.35 mm。,0.15;0.35 mm,连杆大头轴向间隙,eee9bf78:31:tbl:0002,eee9bf78:31:tbl:0002;eee9bf78:31:tbl:0000;eee9bf78:31:txt:0009;eee9bf78:31:txt:0007;eee9bf78:31:img:0000;eee9bf78:31:tbl:0001;eee9bf78:31:tbl:0003;eee9bf78:31:txt:0008;eee9bf78:31:txt:0006;eee9bf78:31:tbl:0004;eee9bf78:31:img:0001,True,1,0.15 – 0.35 mm,0.15;0.35 mm,,,连杆大头轴向间隙,1.0,True,True,False,pass,必答事实全部命中,required_facts,677,34,642,knowledge_retrieval,,5
case_105,平衡轴表面状态的技术要求是什么？,spec,easy,True,平衡轴表面状态要求为无刮痕、无磨损。,无刮痕;无磨损,平衡轴表面状态,eee9bf78:31:tbl:0004,eee9bf78:31:tbl:0004;eee9bf78:31:img:0000;eee9bf78:31:tbl:0000;eee9bf78:31:tbl:0001;eee9bf78:31:tbl:0003;eee9bf78:31:img:0001;eee9bf78:31:txt:0000;eee9bf78:31:txt:0001;eee9bf78:31:txt:0002;eee9bf78:31:txt:0003;eee9bf78:31:txt:0004,True,1,无刮痕、无磨损,无刮痕;无磨损,,,平衡轴表面状态,1.0,True,True,False,pass,必答事实全部命中,required_facts,559,26,532,knowledge_retrieval,,5
case_106,水泵装配表中水泵密封圈数量是多少？,spec,easy,True,水泵密封圈数量为 1。,数量为 1,水泵密封圈,eee9bf78:20:tbl:0005,eee9bf78:20:tbl:0005;eee9bf78:20:tbl:0000;eee9bf78:20:tbl:0008;eee9bf78:20:img:0000;eee9bf78:20:tbl:0010;eee9bf78:20:tbl:0004;eee9bf78:20:tbl:0006;eee9bf78:20:txt:0018;eee9bf78:20:tbl:0001;eee9bf78:20:tbl:0007;eee9bf78:20:tbl:0009,True,1,1个,数量为 1,,,水泵密封圈,1.0,True,True,False,pass,必答事实全部命中,required_facts,475,30,444,knowledge_retrieval,,5
case_107,离合器 M16×1 六角薄螺母的拧紧扭矩是多少？,torque,easy,True,M16×1 六角薄螺母使用 24# 套筒，扭矩为 108±15 N·m。,108±15 N·m,M16×1 六角薄螺母,eee9bf78:19:tbl:0011,eee9bf78:19:tbl:0011;eee9bf78:19:tbl:0036;eee9bf78:19:tbl:0005;eee9bf78:20:tbl:0001;eee9bf78:19:tbl:0043;eee9bf78:19:tbl:0010;eee9bf78:19:tbl:0012;eee9bf78:19:tbl:0034;eee9bf78:19:tbl:0035;eee9bf78:19:tbl:0037;eee9bf78:19:tbl:0004,True,1,"拧紧对象：离合器 M16×1 六角薄螺母  
扭矩值：108±15 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：使用24# 套筒",108±15 N·m,,M16×1 六角薄螺母,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1625,32,1592,knowledge_retrieval,,5
case_108,初级驱动齿轮相关 M18×1.0 六角薄螺母扭矩是多少？,torque,medium,True,M18×1.0 六角薄螺母使用 24# 套筒，扭矩为 108±15 N·m。,108±15 N·m,M18×1.0 六角薄螺母,eee9bf78:19:tbl:0036,eee9bf78:19:tbl:0036;eee9bf78:19:tbl:0034;eee9bf78:19:tbl:0011;eee9bf78:19:tbl:0038;eee9bf78:06:tbl:0000;eee9bf78:19:tbl:0035;eee9bf78:19:tbl:0037;eee9bf78:19:tbl:0033;eee9bf78:19:tbl:0005;eee9bf78:19:tbl:0010;eee9bf78:19:tbl:0012,True,1,"拧紧对象：M18×1.0 六角薄螺母（10级/氧化黑）  
扭矩值：108±15 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：使用24# 套筒",108±15 N·m,,M18×1.0 六角薄螺母,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1369,28,1340,knowledge_retrieval,,5
case_109,水泵本体安装扭矩是多少？,torque,easy,True,水泵数量为 1，使用 12# T杆或套筒，扭矩为 20±1.5 N·m。,20±1.5 N·m,水泵;数量为 1,eee9bf78:20:tbl:0008,eee9bf78:22:txt:0019;eee9bf78:20:tbl:0008;eee9bf78:22:txt:0015;eee9bf78:22:txt:0025;eee9bf78:22:txt:0013;eee9bf78:22:txt:0018;eee9bf78:22:txt:0020;eee9bf78:20:tbl:0000;eee9bf78:20:tbl:0007;eee9bf78:20:tbl:0009;eee9bf78:22:txt:0014,True,2,"拧紧对象：水泵本体  
扭矩值：20±1.5 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：使用12# T杆或套筒；安装时需校验扭力。",20±1.5 N·m,,水泵,数量为 1,1.0,True,True,False,pass,必答事实全部命中,required_facts,1353,68,1285,knowledge_retrieval,,5
case_110,起动电机正极线螺母的扭矩是多少？,torque,easy,True,正极线螺母数量为 1，使用 10# 扳手或套筒，扭矩为 5±1.5 N·m。,5±1.5 N·m,正极线螺母,eee9bf78:03:tbl:0002,eee9bf78:03:tbl:0002;eee9bf78:03:img:0000;eee9bf78:03:tbl:0004;eee9bf78:03:txt:0005;eee9bf78:03:tbl:0000;eee9bf78:03:tbl:0001;eee9bf78:03:tbl:0003;eee9bf78:03:txt:0000;eee9bf78:03:txt:0001;eee9bf78:03:txt:0002;eee9bf78:03:txt:0009,True,1,"拧紧对象：起动电机正极线螺母  
扭矩值：5 ± 1.5 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：使用10#扳手或套筒；拧紧力矩需严格按规范执行",5±1.5 N·m,,正极线螺母,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1432,30,1401,knowledge_retrieval,,5
case_111,起动电机 M6×30 六角法兰面螺栓扭矩是多少？,torque,easy,True,M6×30 六角法兰面螺栓数量为 2，使用 8# T杆或套筒，扭矩为 12±1.5 N·m。,12±1.5 N·m,M6×30 六角法兰面螺栓;数量为 2,eee9bf78:03:tbl:0003,eee9bf78:03:tbl:0003;eee9bf78:03:tbl:0000;eee9bf78:03:txt:0008;eee9bf78:03:txt:0002;eee9bf78:03:txt:0000;eee9bf78:03:tbl:0002;eee9bf78:03:tbl:0004;eee9bf78:03:txt:0011;eee9bf78:03:tbl:0001;eee9bf78:03:txt:0007;eee9bf78:03:txt:0009,True,1,"拧紧对象：M6×30 六角法兰面螺栓（环保彩锌）  
扭矩值：12 ± 1.5 N·m  
是否分次：资料中未找到明确依据  
顺序或注意事项：资料中未找到明确依据",12±1.5 N·m,,M6×30 六角法兰面螺栓,数量为 2,1.0,True,True,False,pass,必答事实全部命中,required_facts,1663,41,1621,knowledge_retrieval,,5
case_112,拆卸右曲轴箱盖时怎么防止水泵轴止推垫圈脱落？,procedure,medium,True,取出右曲轴箱盖之前，发动机应倾倒放置，以防水泵轴止推垫圈脱落。,发动机应倾倒放置,防止水泵轴止推垫圈脱落,eee9bf78:20:txt:0002,eee9bf78:20:txt:0002;eee9bf78:20:txt:0003;eee9bf78:20:txt:0001;eee9bf78:20:txt:0007;eee9bf78:18:txt:0000;eee9bf78:20:txt:0004;eee9bf78:20:txt:0000;eee9bf78:20:txt:0006;eee9bf78:20:txt:0008;eee9bf78:18:txt:0001;eee9bf78:20:txt:0005,True,1,"前置条件：发动机应倾倒放置。  
操作步骤：在取出右曲轴箱盖之前，将发动机倾倒放置。  
安全注意：防止水泵轴止推垫圈脱落。",发动机应倾倒放置,,防止水泵轴止推垫圈脱落,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1167,31,1135,knowledge_retrieval,,5
case_113,安装右盖时右曲轴箱装配平面和新垫片要怎么处理？,procedure,hard,True,安装新垫片之前要在右曲轴箱装配平面均匀涂抹耐热平面密封硅胶，垫片上也要涂抹，安装后还要在新垫片上均匀涂抹适量密封硅胶。,右曲轴箱装配平面;新垫片;均匀涂抹耐热平面密封硅胶,,eee9bf78:20:txt:0007,eee9bf78:20:txt:0007;eee9bf78:25:txt:0007;eee9bf78:25:txt:0010;eee9bf78:20:txt:0004;eee9bf78:25:txt:0006;eee9bf78:20:txt:0006;eee9bf78:20:txt:0008;eee9bf78:25:txt:0008;eee9bf78:25:txt:0009;eee9bf78:20:txt:0003;eee9bf78:20:txt:0005,True,1,"前置条件：  
使用全新右曲轴箱盖垫片；准备耐热平面密封硅胶。

操作步骤：  
1. 在右曲轴箱装配平面上均匀涂抹耐热平面密封硅胶；  
2. 在新垫片上也涂抹耐热平面密封硅胶；  
3. 安装新垫片后，必须在新垫片上均匀涂抹适量耐热平面密封硅胶。

安全注意：  
资料中未找到明确依据。",右曲轴箱装配平面;新垫片;均匀涂抹耐热平面密封硅胶,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2590,37,2552,knowledge_retrieval,,5
case_114,拆卸离合器第一步要取下哪些部件？,procedure,medium,True,先取下顶杆轴套组件 9，对角松开锁紧螺栓 11，取出离合器举升板 12 和离合器弹簧 13。,顶杆轴套组件;锁紧螺栓;离合器举升板;离合器弹簧,对角松开,eee9bf78:20:txt:0008,eee9bf78:24:txt:0007;eee9bf78:24:txt:0002;eee9bf78:24:txt:0009;eee9bf78:24:txt:0008;eee9bf78:24:txt:0000;eee9bf78:24:txt:0006;eee9bf78:24:txt:0001;eee9bf78:24:txt:0003;eee9bf78:24:txt:0010;eee9bf78:24:txt:0005;eee9bf78:24:txt:0004,False,,"前置条件：  
无明确前置条件说明。  

操作步骤：  
拆下 M12×1.25×50 六角法兰面螺栓（4），用拉玛将磁电机转子离合器拉出，依次取下：  
磁电机转子 6  
止推垫圈 7  
电起动大齿 8  
半圆键 9  
滚针轴承 10  

安全注意：  
资料中未找到明确依据。",,顶杆轴套组件;锁紧螺栓;离合器举升板;离合器弹簧,,对角松开,0.0,False,False,True,retrieval_miss,必答事实未命中,required_facts,2040,66,1973,knowledge_retrieval,,5
case_115,安装机油泵时依次放入哪些部件？,procedure,hard,True,安装机油泵时依次放入两个 φ8 定位销、机油泵座垫、机油泵、φ3 个 10 定位销、3 个 O 型圈和 3 颗螺栓，其中 M6×30 螺栓需安装铜垫。,φ8 定位销;机油泵座垫;机油泵;φ3 个 10 定位销;3 个 O 型圈;3 颗螺栓,M6×30 螺栓需安装铜垫,eee9bf78:21:txt:0009,eee9bf78:21:txt:0009;eee9bf78:21:txt:0007;eee9bf78:21:txt:0020;eee9bf78:21:txt:0003;eee9bf78:21:txt:0005;eee9bf78:21:txt:0008;eee9bf78:21:txt:0010;eee9bf78:21:txt:0006;eee9bf78:21:txt:0019;eee9bf78:21:txt:0021;eee9bf78:21:txt:0002,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
依次放入：  
两个 φ8 定位销  
机油泵座垫  
机油泵  
3 个 φ10 定位销  
3 个 O 型圈  
3 颗螺栓（其中 M6×30 螺栓需安装铜垫）  

安全注意：  
资料中未找到明确依据。",φ8 定位销;机油泵座垫;机油泵;φ3 个 10 定位销;3 个 O 型圈;3 颗螺栓,,M6×30 螺栓需安装铜垫,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1764,29,1735,knowledge_retrieval,,5
case_116,拆卸初级驱动齿轮前用什么固定曲轴？,procedure,medium,True,用 17# 套筒从左曲轴箱盖上的铝螺塞孔伸入，套在磁电机转子离合器 M12×1.25×50 螺栓上固定住曲轴。,17# 套筒;M12×1.25×50 螺栓;固定曲轴,左曲轴箱盖铝螺塞孔,eee9bf78:21:txt:0014,eee9bf78:21:txt:0016;eee9bf78:21:txt:0012;eee9bf78:31:txt:0003;eee9bf78:21:txt:0014;eee9bf78:31:txt:0000;eee9bf78:21:txt:0015;eee9bf78:21:txt:0017;eee9bf78:21:txt:0011;eee9bf78:21:txt:0013;eee9bf78:31:txt:0002;eee9bf78:31:txt:0004,True,4,"前置条件：  
无明确前置条件说明。  

操作步骤：  
用 17# 套筒从左曲轴箱盖上的铝螺塞孔伸入，套在磁电机转子离合器 M12×1.25×50 螺栓上，固定住曲轴。  

安全注意：  
资料中未找到明确依据。",17# 套筒;M12×1.25×50 螺栓;固定曲轴,,左曲轴箱盖铝螺塞孔,,1.0,True,True,False,pass,必答事实全部命中,required_facts,2146,32,2113,knowledge_retrieval,,5
case_117,安装初级驱动齿轮和正时主动链轮时依次放入哪些部件？,procedure,medium,True,依次放入限位挡圈、半圆键、正时主动链轮、平键、初级驱动齿轮、防松垫圈和螺母。,限位挡圈;半圆键;正时主动链轮;平键;初级驱动齿轮;防松垫圈;螺母,,eee9bf78:21:txt:0020,eee9bf78:21:txt:0020;eee9bf78:21:txt:0016;eee9bf78:21:txt:0012;eee9bf78:29:txt:0004;eee9bf78:24:txt:0012;eee9bf78:21:txt:0019;eee9bf78:21:txt:0021;eee9bf78:21:txt:0015;eee9bf78:21:txt:0017;eee9bf78:21:txt:0011;eee9bf78:21:txt:0013,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
依次放入：  
限位挡圈  
半圆键  
正时主动链轮  
平键  
初级驱动齿轮  
防松垫圈  
螺母  

安全注意：  
资料中未找到明确依据。",限位挡圈;半圆键;正时主动链轮;平键;初级驱动齿轮;防松垫圈;螺母,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1403,29,1373,knowledge_retrieval,,5
case_118,安装传动装置时传动主轴和传动副轴怎么放入？,procedure,easy,True,将传动主轴分部件和传动副轴分部件预装完成后，一同装入左曲轴箱内。,传动主轴分部件;传动副轴分部件;一同装入左曲轴箱内,,eee9bf78:29:txt:0001,eee9bf78:29:txt:0001;eee9bf78:29:txt:0007;eee9bf78:29:txt:0004;eee9bf78:29:txt:0010;eee9bf78:29:txt:0016;eee9bf78:29:txt:0000;eee9bf78:29:txt:0002;eee9bf78:29:txt:0006;eee9bf78:29:txt:0008;eee9bf78:29:txt:0003;eee9bf78:29:txt:0005,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
1. 将传动主轴分部件和传动副轴分部件预装完成后，一同装入左曲轴箱内。  

安全注意：  
资料中未找到明确依据。",传动主轴分部件;传动副轴分部件;一同装入左曲轴箱内,,,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1247,31,1216,knowledge_retrieval,,5
case_119,安装传动装置时涂机油后依次安装哪些部件？,procedure,medium,True,在零件表面涂抹适量机油后，依次安装 L 拨叉、变速鼓、C 拨叉、R 拨叉、拨叉轴和换档轴。,L 拨叉;变速鼓;C 拨叉;R 拨叉;拨叉轴;换档轴,涂抹机油,eee9bf78:29:txt:0004,eee9bf78:29:txt:0004;eee9bf78:29:txt:0001;eee9bf78:29:txt:0016;eee9bf78:29:txt:0010;eee9bf78:29:txt:0007;eee9bf78:29:txt:0003;eee9bf78:29:txt:0005;eee9bf78:29:txt:0000;eee9bf78:29:txt:0002;eee9bf78:29:txt:0015;eee9bf78:29:txt:0017,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
依次安装以下部件（在零件表面涂抹适量机油）：  
“L” 拨叉  
变速鼓  
“C” 拨叉  
“R” 拨叉  
拨叉轴  
换档轴  

安全注意：  
警告：不要尝试将弯曲的拨叉轴校直。",L 拨叉;变速鼓;C 拨叉;R 拨叉;拨叉轴;换档轴,,涂抹机油,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1753,28,1724,knowledge_retrieval,,5
case_120,安装传动装置时盖上右曲轴箱体后螺栓要怎么处理？,procedure,medium,True,装上所有螺栓后要对角预紧并校验所有螺栓扭力，同时不要漏装右曲轴箱体上的 M6×30 螺栓。,对角预紧;校验所有螺栓扭力;不要漏装 M6×30 螺栓,右曲轴箱体,eee9bf78:29:txt:0016,eee9bf78:29:txt:0016;eee9bf78:29:txt:0013;eee9bf78:28:txt:0000;eee9bf78:29:txt:0010;eee9bf78:28:txt:0001;eee9bf78:29:txt:0015;eee9bf78:29:txt:0017;eee9bf78:29:txt:0012;eee9bf78:29:txt:0014;eee9bf78:29:txt:0009;eee9bf78:29:txt:0011,True,1,"前置条件：  
无明确前置条件说明。  

操作步骤：  
5. 盖上右曲轴箱体，直至无缝。  
6. 装上所有螺栓，对角预紧并校验所有螺栓扭力。切记：不要漏装右曲轴箱体上的 M6×30 螺栓。  

安全注意：  
资料中未找到明确依据。",对角预紧;校验所有螺栓扭力;不要漏装 M6×30 螺栓,,右曲轴箱体,,1.0,True,True,False,pass,必答事实全部命中,required_facts,1891,71,1819,knowledge_retrieval,,5
